year,sector,sub_sector,sub_sector_category,food_type,tons_supply,tons_surplus,tons_donated,tons_industrial_uses,tons_animal_feed,tons_anaerobically_digested,tons_composted,tons_not_harvested,tons_incineration,tons_land_application,tons_landfilled,tons_dumping,tons_sewer
2019,Foodservice,Healthcare,Hospitals,Frozen,18873.67761,346.256362,8.698440826,0,1.161098558,0.087698707,43.48228028,0,34.43286097,0,258.3939829,0,0
2019,Foodservice,Healthcare,Hospitals,Prepared Foods,0,306538.3599,885.6329964,0,118.2174157,4734.607418,37478.33137,0,30749.46527,0,232572.1055,0,0
2019,Foodservice,Healthcare,Hospitals,Produce,259769.7504,4765.734086,119.7218607,0,15.98089618,1.207049929,598.4727155,0,473.9201274,0,3556.431439,0,0
2019,Foodservice,Healthcare,Hospitals,Ready-to-drink Beverages,169742.9981,3114.103897,78.23061593,0,10.44249851,0.788730303,391.0638281,0,309.6766393,0,2323.901587,0,0
2019,Foodservice,Healthcare,Long-term Care,Breads & Bakery,68608.89266,1258.698281,31.7992103,0,4.352463071,0.320496732,163.170046,0,140.5709723,0,918.4850938,0,0
2019,Foodservice,Healthcare,Long-term Care,Dairy & Eggs,102509.7064,1880.642381,47.51173768,0,6.503088656,0.478859586,243.7951243,0,210.0294661,0,1372.324106,0,0
2019,Foodservice,Healthcare,Long-term Care,Dry Goods,225419.7354,4135.548944,104.4787242,0,14.30034848,1.053016392,536.1075975,0,461.8566217,0,3017.752639,0,0
2019,Foodservice,Healthcare,Long-term Care,Fresh Meat & Seafood,175295.551,3215.970995,81.24690364,0,11.12053238,0.818868358,416.899064,0,359.1584865,0,2346.727143,0,0
2019,Foodservice,Healthcare,Long-term Care,Frozen,10357.36675,190.0161804,4.800486796,0,0.657058503,0.048382973,24.63255044,0,21.22093883,0,138.656763,0,0
2019,Foodservice,Healthcare,Long-term Care,Prepared Foods,0,168220.0089,488.7622495,0,66.89850539,2684.640279,21249.76404,0,18928.92985,0,124801.014,0,0
2019,Foodservice,Healthcare,Long-term Care,Produce,142554.6536,2615.306712,66.07198035,0,9.043490448,0.665923889,339.0325727,0,292.0765149,0,1908.416231,0,0
2019,Foodservice,Healthcare,Long-term Care,Ready-to-drink Beverages,93150.39284,1708.936478,43.17383383,0,5.90934541,0.435138877,221.5362076,0,190.8534125,0,1247.028541,0,0
2019,Foodservice,Healthcare,Senior Living,Breads & Bakery,75727.81121,1389.301913,36.66106777,0,5.953661664,0.368572345,224.6666878,0,143.5494872,0,978.102437,0,0
2019,Foodservice,Healthcare,Senior Living,Dairy & Eggs,113146.2029,2075.779475,54.77592113,0,8.895466542,0.550690171,335.6782964,0,214.4797156,0,1461.399386,0,0
2019,Foodservice,Healthcare,Senior Living,Dry Goods,248809.4838,4564.657109,120.4527267,0,19.56120825,1.210972473,738.1594916,0,471.642759,0,3213.629954,0,0
2019,Foodservice,Healthcare,Senior Living,Fresh Meat & Seafood,193484.3703,3549.662951,93.66893747,0,15.21159082,0.941701429,574.0228316,0,366.7685847,0,2499.049307,0,0
2019,Foodservice,Healthcare,Senior Living,Frozen,11432.05615,209.732425,5.534444728,0,0.89877937,0.055640585,33.91623434,0,21.67058274,0,147.6567434,0,0
2019,Foodservice,Healthcare,Senior Living,Prepared Foods,0,185674.6637,563.4902812,0,91.50935009,3717.611453,29414.36838,0,19387.21292,0,132500.4713,0,0
2019,Foodservice,Healthcare,Senior Living,Produce,157346.2488,2886.673218,76.17388379,0,12.3704398,0.765814764,466.8094851,0,298.2652339,0,2032.288362,0,0
2019,Foodservice,Healthcare,Senior Living,Ready-to-drink Beverages,102815.7589,1886.257217,49.77478476,0,8.083295056,0.500411206,305.0302871,0,194.8973465,0,1327.971094,0,0
2019,Foodservice,K-12 Education,Primary/secondary Schools,Breads & Bakery,205499.7387,5272.959694,135.9302094,0,20.23217884,1.36839863,761.0410594,0,478.7315906,0,3875.65626,0,0
2019,Foodservice,K-12 Education,Primary/secondary Schools,Dairy & Eggs,307040.6336,7878.418221,203.0956238,0,30.22924044,2.044547527,1137.084313,0,715.2809627,0,5790.683539,0,0
2019,Foodservice,K-12 Education,Primary/secondary Schools,Dry Goods,675185.0223,17324.71015,446.6090421,0,66.4743625,4.495977784,2500.458288,0,1572.909055,0,12733.76344,0,0
2019,Foodservice,K-12 Education,Primary/secondary Schools,Fresh Meat & Seafood,525051.3239,13472.39897,347.3013487,0,51.69316689,3.496255115,1944.458024,0,1223.15803,0,9902.292158,0,0
2019,Foodservice,K-12 Education,Primary/secondary Schools,Frozen,31022.74468,796.018931,20.52035787,0,3.054299351,0.206576814,114.8886253,0,72.27049533,0,585.0785768,0,0
2019,Foodservice,K-12 Education,Primary/secondary Schools,Prepared Foods,0,544615.0778,1031.962348,0,153.5997545,10153.78073,76720.12961,0,50086.57081,0,406469.0346,0,0
2019,Foodservice,K-12 Education,Primary/secondary Schools,Produce,426984.6505,10956.08621,282.4339988,0,42.03815474,2.843240652,1581.28109,0,994.702194,0,8052.787535,0,0
2019,Foodservice,K-12 Education,Primary/secondary Schools,Ready-to-drink Beverages,279007.2925,7159.105006,184.5526419,0,27.46925849,1.8578768,1033.266548,0,649.9745732,0,5261.984113,0,0
2019,Foodservice,Limited Service Restaurants,All Other,Breads & Bakery,121606.6406,2231.41031,56.326079,0,7.68120218,0.567725287,287.9170883,0,165.3945115,0,1713.523705,0,0
2019,Foodservice,Limited Service Restaurants,All Other,Dairy & Eggs,1058565.484,19424.05384,490.3091046,0,66.86358131,4.94195375,2506.270138,0,1439.731582,0,14915.93749,0,0
2019,Foodservice,Limited Service Restaurants,All Other,Dry Goods,233895.7727,4291.849822,108.3364503,0,14.77387017,1.091951428,553.7739512,0,318.1164852,0,3295.757116,0,0
2019,Foodservice,Limited Service Restaurants,All Other,Prepared Foods,0,185807.8423,3346.105384,0,1153.95567,1449.043978,20114.17156,0,14070.94107,0,145673.6247,0,0
2019,Foodservice,Limited Service Restaurants,All Other,Ready-to-drink Beverages,485826.9386,8914.638496,225.0265807,0,30.68693389,2.268101783,1150.248678,0,660.762511,0,6845.645697,0,0
2019,Foodservice,Limited Service Restaurants,Asian/noodle,Dairy & Eggs,13943.71628,255.8589902,7.9886825,0,2.006674152,0.07961241,76.66223702,0,12.74899218,0,156.372792,0,0
2019,Foodservice,Limited Service Restaurants,Asian/noodle,Dry Goods,81858.39201,1502.053333,46.89859507,0,11.78044046,0.467374964,450.0555894,0,74.84460949,0,918.0067244,0,0
2019,Foodservice,Limited Service Restaurants,Asian/noodle,Fresh Meat & Seafood,93716.89919,1719.649963,53.69261231,0,13.48702709,0.535081759,515.253394,0,85.68705725,0,1050.994792,0,0
